0.0,58.0
2.0,58.0
4.0,71.0
6.0,63.0
8.0,59.0
10.0,57.0
12.0,60.0
14.0,59.0
16.0,58.0
18.0,56.0
20.0,57.0
22.0,55.0
24.0,56.0
26.0,56.0
28.0,60.0
30.0,56.0
32.0,77.0
34.0,77.0
36.0,78.0
38.0,77.0
40.0,77.0
42.0,78.0
44.0,78.0
46.0,68.0
48.0,71.0
50.0,69.0
52.0,69.0
54.0,68.0
56.0,69.0
58.0,68.0
60.0,77.0
62.0,70.0
64.0,77.0
66.0,73.0
68.0,77.0
70.0,78.0
72.0,79.0
74.0,78.0
76.0,83.0
78.0,79.0
80.0,82.0
82.0,68.0
84.0,83.0
86.0,71.0
88.0,82.0
90.0,73.0
92.0,79.0
94.0,78.0
96.0,79.0
98.0,82.0
100.0,81.0
102.0,81.0
104.0,0.0
106.0,68.0
108.0,144.0
110.0,67.0
112.0,82.0
114.0,67.0
116.0,82.0
118.0,68.0
120.0,68.0
122.0,65.0
124.0,67.0
126.0,67.0
128.0,70.0
130.0,69.0
132.0,82.0
134.0,69.0
136.0,21.0
138.0,19.0
140.0,20.0
142.0,19.0
144.0,19.0
146.0,18.0
148.0,18.0
150.0,18.0
152.0,18.0
154.0,18.0
156.0,18.0
158.0,18.0
160.0,19.0
162.0,19.0
164.0,20.0
166.0,19.0
168.0,19.0
170.0,21.0
172.0,0.0
174.0,102.0
176.0,0.0
178.0,102.0
180.0,0.0
